iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
29,0,6,3,1,1930.07,3.20311,1933.28
30,0,6,4,1,1626.53,3.08526,1629.61
31,0,7,0,1,345.726,2.92449,348.651
32,0,7,1,1,791.001,2.88213,793.883
33,0,7,2,1,916.604,1.48073,918.085
34,0,7,3,1,29.9954,2.37537,32.3708
35,0,7,4,1,846.318,4.78483,851.103
36,0,8,0,1,466.465,829.579,1296.04
37,0,8,1,1,750.843,0.890091,751.733
38,0,8,2,1,856.249,2.37433,858.624
39,0,8,3,1,1891.29,8.09322,1899.39
40,0,8,4,1,1571.29,1.51104,1572.8
41,0,9,0,1,1075.98,2.00015,1077.98
42,0,9,1,1,1161.76,1.05104,1162.81
43,0,9,2,1,1820.39,1.02936,1821.42
44,0,9,3,1,1055.65,1.24649,1056.9
45,0,9,4,1,742.631,2.68163,745.312
46,0,10,0,1,827.714,9.8428,837.557
47,0,10,1,1,1059.8,0.704283,1060.5
48,0,10,2,1,186.414,1.65495,188.069
49,0,10,3,1,2600.74,0.888566,2601.62
50,0,10,4,1,1935.03,1.68509,1936.72
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1587.08,0,1587.08
1,0,1,0,1,672.827,0.879204,673.706
2,0,1,1,1,785.65,1159.07,1944.72
3,0,1,2,1,985.264,812.209,1797.47
4,0,1,3,1,1298.35,1.20812,1299.56
5,0,1,4,1,859.615,1.77136,861.387
6,0,2,0,1,727.965,144.721,872.686
7,0,2,1,1,62.0658,574.792,636.857
8,0,2,2,1,1389.93,789.43,2179.36
9,0,2,3,1,121.397,1.31493,122.712
10,0,2,4,1,1527.65,1.43012,1529.08
11,0,3,0,1,1861.69,6.08612,1867.77
12,0,3,1,1,1090.3,0.90006,1091.2
13,0,3,2,1,852.245,450.992,1303.24
14,0,3,3,1,360.595,1000.62,1361.22
15,0,3,4,1,1472.31,736.193,2208.5
16,0,4,0,1,430.825,4.32778,435.153
17,0,4,1,1,743.809,2.17611,745.985
18,0,4,2,1,1135.06,736.178,1871.24
19,0,4,3,1,866.922,0.552278,867.474
20,0,4,4,1,1572.3,2.03284,1574.33
21,0,5,0,1,1068.3,5.52569,1073.83
22,0,5,1,1,1725.92,0.881904,1726.8
23,0,5,2,1,246.278,5.46983,251.747
24,0,5,3,1,150.024,815.905,965.928
25,0,5,4,1,280.294,1591.11,1871.4
26,0,6,0,1,1859.6,10.4265,1870.03
27,0,6,1,1,1622.32,1.49632,1623.82
28,0,6,2,1,65.1117,1.12041,66.2321
29,0,6,3,1,117.74,1822.86,1940.6
30,0,6,4,1,140.518,1496.53,1637.04
31,0,7,0,1,335.306,1.13651,336.442
32,0,7,1,1,794.54,2.31322,796.854
33,0,7,2,1,915.521,1.75766,917.278
34,0,7,3,1,29.8649,0.61848,30.4834
35,0,7,4,1,85.502,764.52,850.022
36,0,8,0,1,458.403,840.113,1298.52
37,0,8,1,1,758.591,1.50792,760.098
38,0,8,2,1,872.796,0.657431,873.454
39,0,8,3,1,1839.89,1.9515,1841.84
40,0,8,4,1,1584.32,6.26559,1590.58
41,0,9,0,1,1076.48,2.76689,1079.25
42,0,9,1,1,404.218,764.472,1168.69
43,0,9,2,1,684.868,1170.95,1855.81
44,0,9,3,1,636.438,426.602,1063.04
45,0,9,4,1,745.741,3.41629,749.157
46,0,10,0,1,832.809,0.88368,833.693
47,0,10,1,1,1056.38,0.580467,1056.96
48,0,10,2,1,191.803,1.03576,192.839
49,0,10,3,1,1967.05,645.265,2612.31
50,0,10,4,1,1923.45,0.63287,1924.08
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,1592.45,0,1592.45
1,0,1,0,1,678.823,0.683008,679.506
2,0,1,1,1,789.669,1161.51,1951.18
3,0,1,2,1,996.158,811.019,1807.18
4,0,1,3,1,1307.73,1.29257,1309.02
5,0,1,4,1,853.162,1.17448,854.337
6,0,2,0,1,736.155,151.312,887.466
7,0,2,1,1,57.2887,575.551,632.839
8,0,2,2,1,1384.54,785.778,2170.32
9,0,2,3,1,124.463,1.96491,126.428
10,0,2,4,1,1527.82,2.89038,1530.71
11,0,3,0,1,1861.65,3.23698,1864.89
12,0,3,1,1,1088.31,3.61183,1091.92
13,0,3,2,1,860.96,446.806,1307.77
14,0,3,3,1,346.016,1004.76,1350.78
15,0,3,4,1,1475.45,738.744,2214.19
16,0,4,0,1,422.882,1.62947,424.512
17,0,4,1,1,737.874,0.703626,738.578
18,0,4,2,1,1147.35,736.178,1883.53
19,0,4,3,1,881.113,8.43144,889.545
20,0,4,4,1,1565.21,3.60873,1568.82
21,0,5,0,1,1068.03,3.99058,1072.02
22,0,5,1,1,1736.12,2.17625,1738.29
23,0,5,2,1,257.268,1.32868,258.597
24,0,5,3,1,143.659,815.316,958.975
25,0,5,4,1,289.855,1591.93,1881.79
26,0,6,0,1,1859.36,2.23319,1861.6
27,0,6,1,1,1612.19,1.13637,1613.33
28,0,6,2,1,51.7224,1.52619,53.2486
29,0,6,3,1,116.388,1812.29,1928.68
30,0,6,4,1,142.486,1488.62,1631.11
31,0,7,0,1,348.545,14.6645,363.21
32,0,7,1,1,790.308,0.507333,790.816
33,0,7,2,1,916.301,0.575393,916.876
34,0,7,3,1,30.2719,1.19702,31.469
35,0,7,4,1,94.4743,764.801,859.276
36,0,8,0,1,475.008,834.532,1309.54
37,0,8,1,1,748.356,0.439299,748.796
38,0,8,2,1,846.626,0.701713,847.328
39,0,8,3,1,1838.23,8.58624,1846.81
40,0,8,4,1,1575.35,4.41656,1579.76
41,0,9,0,1,1074.74,2.667,1077.41
42,0,9,1,1,400.665,768.276,1168.94
43,0,9,2,1,656.926,1168.76,1825.68
44,0,9,3,1,648.029,424.29,1072.32
45,0,9,4,1,741.287,0.713848,742.001
46,0,10,0,1,827.536,2.44818,829.984
47,0,10,1,1,1058.13,8.06814,1066.2
48,0,10,2,1,190.542,1.47053,192.013
49,0,10,3,1,1960.29,646.764,2607.05
50,0,10,4,1,1921.31,1.73152,1923.04
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.101882,0,0.101882
1,0,1,0,1,680.035,3.32493,683.36
2,0,1,1,1,774.239,1161.74,1935.98
3,0,1,2,1,993.422,814.882,1808.3
4,0,1,3,1,1299.83,1.45194,1301.28
5,0,1,4,1,843.988,2.74318,846.731
6,0,2,0,1,731.586,145.649,877.234
7,0,2,1,1,55.3388,574.152,629.491
8,0,2,2,1,1389.03,789.062,2178.09
9,0,2,3,1,126.711,0.422987,127.134
10,0,2,4,1,1527.61,0.925287,1528.54
11,0,3,0,1,1853.33,1.10869,1854.44
12,0,3,1,1,1087.39,0.475321,1087.87
13,0,3,2,1,857.696,446.002,1303.7
14,0,3,3,1,345.728,999.581,1345.31
15,0,3,4,1,1474.04,738.056,2212.09
16,0,4,0,1,430.2,0.604513,430.805
17,0,4,1,1,745.849,0.58399,746.433
18,0,4,2,1,1137.8,737.938,1875.74
19,0,4,3,1,863.275,2.20504,865.48
20,0,4,4,1,1587.43,1.22216,1588.65
21,0,5,0,1,1069.67,1.51211,1071.18
22,0,5,1,1,1725.33,0.437656,1725.77
23,0,5,2,1,257.133,0.564398,257.697
24,0,5,3,1,140.024,815.313,955.336
25,0,5,4,1,277.356,1591.17,1868.52
26,0,6,0,1,1866.44,0.925528,1867.37
27,0,6,1,1,1606.58,0.921515,1607.5
28,0,6,2,1,61.128,0.941853,62.0699
29,0,6,3,1,128.521,1814.28,1942.8
30,0,6,4,1,144.004,1481.86,1625.87
31,0,7,0,1,336.355,0.60461,336.96
32,0,7,1,1,788.172,0.962241,789.134
33,0,7,2,1,919.895,0.885855,920.781
34,0,7,3,1,26.6871,1.92132,28.6084
35,0,7,4,1,92.6796,764.977,857.657
36,0,8,0,1,465.664,829.047,1294.71
37,0,8,1,1,751.071,0.940939,752.012
38,0,8,2,1,850.334,0.660008,850.994
39,0,8,3,1,1844.76,1.13868,1845.9
40,0,8,4,1,1575.44,0.945893,1576.39
41,0,9,0,1,1075.13,4.01638,1079.15
42,0,9,1,1,400.563,764.884,1165.45
43,0,9,2,1,656.954,1173.66,1830.62
44,0,9,3,1,633.641,426.08,1059.72
45,0,9,4,1,741.95,0.858794,742.809
46,0,10,0,1,836.017,1.17344,837.19
47,0,10,1,1,1053.31,1.85985,1055.17
48,0,10,2,1,183.839,0.70826,184.547
49,0,10,3,1,1968.33,645.35,2613.68
50,0,10,4,1,1915.08,0.722407,1915.81
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.493107,0,0.493107
1,0,1,0,1,671.491,31.9807,703.472
2,0,1,1,1,773.51,1161.37,1934.88
3,0,1,2,1,985.882,815.247,1801.13
4,0,1,3,1,1332.55,0.840736,1333.39
5,0,1,4,1,843.964,0.563977,844.528
6,0,2,0,1,726.036,143.547,869.583
7,0,2,1,1,64.6468,574.735,639.382
8,0,2,2,1,1387.24,789.588,2176.83
9,0,2,3,1,123.35,0.698903,124.048
10,0,2,4,1,1528.21,0.678917,1528.89
11,0,3,0,1,1859.31,1.15472,1860.46
12,0,3,1,1,1082.06,0.514538,1082.58
13,0,3,2,1,853.848,446.318,1300.17
14,0,3,3,1,346.833,1000.96,1347.79
15,0,3,4,1,1474,736.03,2210.03
16,0,4,0,1,427.049,1.02682,428.076
17,0,4,1,1,737.329,2.70398,740.033
18,0,4,2,1,1142.85,737.418,1880.27
19,0,4,3,1,860.033,1.13701,861.17
20,0,4,4,1,1566.29,0.960537,1567.25
21,0,5,0,1,1061.8,1.45206,1063.26
22,0,5,1,1,1730.35,2.52488,1732.88
23,0,5,2,1,251.685,0.853797,252.538
24,0,5,3,1,136.186,812.913,949.099
25,0,5,4,1,277.639,1592.02,1869.66
26,0,6,0,1,1859.71,0.955191,1860.66
27,0,6,1,1,1612.56,0.614204,1613.17
28,0,6,2,1,59.1404,0.593563,59.7339
29,0,6,3,1,117.916,1814.91,1932.83
30,0,6,4,1,139.604,1489.87,1629.47
31,0,7,0,1,335.417,0.669759,336.087
32,0,7,1,1,797.734,0.737553,798.471
33,0,7,2,1,915.57,0.788108,916.359
34,0,7,3,1,26.9965,0.7909,27.7874
35,0,7,4,1,91.3358,765.511,856.847
36,0,8,0,1,464.182,829.807,1293.99
37,0,8,1,1,753.553,0.880147,754.433
38,0,8,2,1,843.862,1.69439,845.556
39,0,8,3,1,1846.26,0.511369,1846.77
40,0,8,4,1,1570.18,0.722219,1570.91
41,0,9,0,1,1075.84,1.38726,1077.23
42,0,9,1,1,403.133,765.551,1168.68
43,0,9,2,1,650.614,1173.98,1824.6
44,0,9,3,1,636.871,426.841,1063.71
45,0,9,4,1,745.342,0.842885,746.185
46,0,10,0,1,828.269,0.755564,829.025
47,0,10,1,1,1056.4,0.564288,1056.96
48,0,10,2,1,185.178,0.840807,186.018
49,0,10,3,1,1969.7,645.189,2614.89
50,0,10,4,1,1914.5,1.50567,1916
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.193868,0,0.193868
1,0,1,0,1,673.262,1.3704,674.632
2,0,1,1,1,774.5,1161.01,1935.51
3,0,1,2,1,991.579,816.064,1807.64
4,0,1,3,1,1300.45,2.60337,1303.05
5,0,1,4,1,849.987,0.981076,850.969
6,0,2,0,1,731.679,144.363,876.042
7,0,2,1,1,55.476,574.912,630.388
8,0,2,2,1,1390.84,789.564,2180.4
9,0,2,3,1,120.445,1.24647,121.691
10,0,2,4,1,1527.87,0.505129,1528.38
11,0,3,0,1,1860.51,1.29631,1861.81
12,0,3,1,1,1081.84,0.781939,1082.62
13,0,3,2,1,859.563,446.759,1306.32
14,0,3,3,1,347.36,1000.82,1348.18
15,0,3,4,1,1474.36,738.067,2212.43
16,0,4,0,1,429.889,2.09138,431.98
17,0,4,1,1,739.728,1.58707,741.315
18,0,4,2,1,1139.76,735.77,1875.53
19,0,4,3,1,864.779,1.31283,866.092
20,0,4,4,1,1578.36,0.636803,1579
21,0,5,0,1,1061.89,0.855737,1062.74
22,0,5,1,1,1728.63,0.781705,1729.41
23,0,5,2,1,248.253,0.669656,248.923
24,0,5,3,1,135.003,813.951,948.954
25,0,5,4,1,274.777,1591.96,1866.74
26,0,6,0,1,1860.35,0.712689,1861.07
27,0,6,1,1,1605.17,1.71037,1606.88
28,0,6,2,1,46.8102,0.840468,47.6507
29,0,6,3,1,120.158,1814.62,1934.78
30,0,6,4,1,139.77,1489.77,1629.54
31,0,7,0,1,335.164,0.542478,335.706
32,0,7,1,1,793.715,0.95172,794.667
33,0,7,2,1,914.285,1.07086,915.356
34,0,7,3,1,27.7638,1.12867,28.8925
35,0,7,4,1,91.8038,766.041,857.845
36,0,8,0,1,460.241,829.046,1289.29
37,0,8,1,1,747.921,0.893585,748.815
38,0,8,2,1,845.096,1.01462,846.111
39,0,8,3,1,1845.11,0.70071,1845.81
40,0,8,4,1,1573.2,1.20219,1574.4
41,0,9,0,1,1077.39,1.09742,1078.49
42,0,9,1,1,398.456,764.402,1162.86
43,0,9,2,1,651.284,1172.89,1824.18
44,0,9,3,1,634.346,427.88,1062.23
45,0,9,4,1,742.199,0.839526,743.038
46,0,10,0,1,827.057,3.17142,830.228
47,0,10,1,1,1054.9,0.655884,1055.56
48,0,10,2,1,190.703,0.971787,191.674
49,0,10,3,1,1967.61,644.482,2612.1
50,0,10,4,1,1915.52,0.716071,1916.24
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.276481,0,0.276481
1,0,1,0,1,691.305,3.14257,694.447
2,0,1,1,1,780.864,1160.61,1941.48
3,0,1,2,1,985.996,813.501,1799.5
4,0,1,3,1,1300.68,0.755676,1301.44
5,0,1,4,1,850.699,0.512616,851.211
6,0,2,0,1,732.686,143.088,875.774
7,0,2,1,1,62.3168,567.805,630.122
8,0,2,2,1,1387.76,788.872,2176.63
9,0,2,3,1,119.796,1.01482,120.811
10,0,2,4,1,1534.44,0.426345,1534.86
11,0,3,0,1,1864.67,1.86757,1866.53
12,0,3,1,1,1088.11,3.10032,1091.21
13,0,3,2,1,880.597,446.273,1326.87
14,0,3,3,1,346.86,999.523,1346.38
15,0,3,4,1,1480.69,736.42,2217.11
16,0,4,0,1,430.552,2.85856,433.411
17,0,4,1,1,745.176,0.731492,745.907
18,0,4,2,1,1142.4,735.352,1877.76
19,0,4,3,1,866.644,1.05068,867.695
20,0,4,4,1,1565.1,1.49165,1566.6
21,0,5,0,1,1062.11,1.78967,1063.9
22,0,5,1,1,1727.92,0.659341,1728.58
23,0,5,2,1,265.672,0.47917,266.151
24,0,5,3,1,146.06,813.843,959.903
25,0,5,4,1,273.685,1590.66,1864.35
26,0,6,0,1,1860.54,1.47311,1862.01
27,0,6,1,1,1606.54,0.773572,1607.32
28,0,6,2,1,46.4059,1.35762,47.7635
29,0,6,3,1,119.12,1814.96,1934.08
30,0,6,4,1,141.11,1489.11,1630.22
31,0,7,0,1,335.186,0.562205,335.748
32,0,7,1,1,791.633,0.752175,792.385
33,0,7,2,1,913.462,2.92055,916.382
34,0,7,3,1,25.2661,2.2268,27.4929
35,0,7,4,1,93.8969,764.313,858.21
36,0,8,0,1,473.261,829.381,1302.64
37,0,8,1,1,755.377,0.985724,756.363
38,0,8,2,1,854.422,0.662232,855.084
39,0,8,3,1,1847,0.754487,1847.75
40,0,8,4,1,1575.96,0.602013,1576.56
41,0,9,0,1,1087.86,1.07275,1088.93
42,0,9,1,1,405.169,764.826,1170
43,0,9,2,1,655.835,1171.17,1827.01
44,0,9,3,1,644.26,427.003,1071.26
45,0,9,4,1,749.671,0.502835,750.174
46,0,10,0,1,828.287,1.63868,829.926
47,0,10,1,1,1053.76,0.526046,1054.29
48,0,10,2,1,186.915,0.949464,187.864
49,0,10,3,1,1962.49,645.355,2607.84
50,0,10,4,1,1914.35,0.854142,1915.21
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.135328,0,0.135328
1,0,1,0,1,672.149,0.941658,673.09
2,0,1,1,1,866.542,1162.82,2029.36
3,0,1,2,1,992.168,723.004,1715.17
4,0,1,3,1,1306.29,2.10735,1308.4
5,0,1,4,1,846.816,0.757222,847.573
6,0,2,0,1,729.326,140.792,870.118
7,0,2,1,1,60.8063,574.474,635.28
8,0,2,2,1,1382.62,788.381,2171
9,0,2,3,1,125.618,1.03434,126.652
10,0,2,4,1,1527.16,0.609505,1527.77
11,0,3,0,1,1862.66,1.00182,1863.66
12,0,3,1,1,1088.32,0.627508,1088.95
13,0,3,2,1,859.742,448.447,1308.19
14,0,3,3,1,359.383,1000.73,1360.12
15,0,3,4,1,1475.78,736.384,2212.16
16,0,4,0,1,423.503,1.74923,425.252
17,0,4,1,1,738.967,0.681312,739.649
18,0,4,2,1,1136.64,735.938,1872.58
19,0,4,3,1,859.715,0.894808,860.61
20,0,4,4,1,1565.49,1.2009,1566.69
21,0,5,0,1,1069.13,0.943171,1070.08
22,0,5,1,1,1733.05,0.642938,1733.69
23,0,5,2,1,248.544,1.50903,250.053
24,0,5,3,1,136.312,814.416,950.728
25,0,5,4,1,271.968,1591.03,1862.99
26,0,6,0,1,1865.48,1.86259,1867.34
27,0,6,1,1,1610.48,0.855024,1611.34
28,0,6,2,1,45.5758,1.02767,46.6035
29,0,6,3,1,125.484,1815.11,1940.59
30,0,6,4,1,140.505,1488.87,1629.37
31,0,7,0,1,335.651,2.01577,337.667
32,0,7,1,1,795.669,1.07014,796.739
33,0,7,2,1,919.714,0.955309,920.67
34,0,7,3,1,24.2317,1.20309,25.4348
35,0,7,4,1,97.1213,764.007,861.129
36,0,8,0,1,465.044,830.682,1295.73
37,0,8,1,1,753.52,0.734956,754.255
38,0,8,2,1,846.49,0.742061,847.232
39,0,8,3,1,1839.81,0.880715,1840.7
40,0,8,4,1,1571.42,0.987164,1572.41
41,0,9,0,1,1076,1.02725,1077.03
42,0,9,1,1,401.391,766.216,1167.61
43,0,9,2,1,656.363,1169.62,1825.98
44,0,9,3,1,633.621,426.316,1059.94
45,0,9,4,1,743.275,0.732348,744.007
46,0,10,0,1,828.256,0.681018,828.937
47,0,10,1,1,1056.92,1.58786,1058.5
48,0,10,2,1,189.133,0.891344,190.024
49,0,10,3,1,1968.6,645.157,2613.76
50,0,10,4,1,1913.93,1.06287,1914.99
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.226414,0,0.226414
1,0,1,0,1,674.327,1.33304,675.66
2,0,1,1,1,778.314,1159.7,1938.01
3,0,1,2,1,986.648,815.102,1801.75
4,0,1,3,1,1303.51,0.821964,1304.33
5,0,1,4,1,843.271,0.48249,843.753
6,0,2,0,1,731.772,144.988,876.76
7,0,2,1,1,55.4419,576.352,631.793
8,0,2,2,1,1381.68,788.758,2170.44
9,0,2,3,1,126.842,0.964227,127.806
10,0,2,4,1,1528.12,0.51499,1528.64
11,0,3,0,1,1852.74,0.966067,1853.71
12,0,3,1,1,1084.87,0.616012,1085.49
13,0,3,2,1,861.065,445.656,1306.72
14,0,3,3,1,360.534,1000.59,1361.12
15,0,3,4,1,1474.38,737.21,2211.59
16,0,4,0,1,427.977,0.645255,428.623
17,0,4,1,1,742.615,2.53164,745.147
18,0,4,2,1,1139.45,736.536,1875.98
19,0,4,3,1,871.56,0.65751,872.218
20,0,4,4,1,1573.22,0.90657,1574.13
21,0,5,0,1,1062.59,0.516722,1063.11
22,0,5,1,1,1731.91,1.06894,1732.97
23,0,5,2,1,249.529,0.78602,250.316
24,0,5,3,1,141.942,815.616,957.558
25,0,5,4,1,272.174,1591.09,1863.26
26,0,6,0,1,1861.39,0.783052,1862.17
27,0,6,1,1,1606.52,1.32766,1607.85
28,0,6,2,1,46.5609,0.518995,47.0799
29,0,6,3,1,123.353,1814.8,1938.15
30,0,6,4,1,141.061,1489.15,1630.21
31,0,7,0,1,338.455,1.66814,340.123
32,0,7,1,1,787.514,1.25494,788.769
33,0,7,2,1,920.819,1.62486,922.444
34,0,7,3,1,23.7261,0.516976,24.2431
35,0,7,4,1,86.0737,765.052,851.125
36,0,8,0,1,465.835,828.987,1294.82
37,0,8,1,1,753.889,0.795731,754.684
38,0,8,2,1,850.4,3.86234,854.262
39,0,8,3,1,1840.37,1.77732,1842.14
40,0,8,4,1,1569.96,0.834633,1570.79
41,0,9,0,1,1082.21,1.66555,1083.88
42,0,9,1,1,403.876,764.643,1168.52
43,0,9,2,1,656.256,1172.13,1828.39
44,0,9,3,1,634.691,428.35,1063.04
45,0,9,4,1,742.942,1.21597,744.158
46,0,10,0,1,830.707,1.96061,832.667
47,0,10,1,1,1069.62,1.59835,1071.22
48,0,10,2,1,184.462,0.812087,185.274
49,0,10,3,1,1968.25,644.497,2612.75
50,0,10,4,1,1918.47,1.58319,1920.06
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.234859,0,0.234859
1,0,1,0,1,672.757,0.974654,673.732
2,0,1,1,1,786,1159.91,1945.91
3,0,1,2,1,987.642,807.695,1795.34
4,0,1,3,1,1300.04,0.782296,1300.82
5,0,1,4,1,845.653,0.683966,846.337
6,0,2,0,1,726.843,142.506,869.349
7,0,2,1,1,60.9789,574.324,635.303
8,0,2,2,1,1394.65,786.906,2181.56
9,0,2,3,1,126.303,0.566628,126.87
10,0,2,4,1,1531.82,0.493667,1532.31
11,0,3,0,1,1861.03,1.04932,1862.08
12,0,3,1,1,1087.07,0.694048,1087.76
13,0,3,2,1,854.774,447.921,1302.69
14,0,3,3,1,351.236,1000.18,1351.42
15,0,3,4,1,1474.19,743.995,2218.18
16,0,4,0,1,424.934,1.90363,426.838
17,0,4,1,1,744.45,1.06796,745.518
18,0,4,2,1,1139.95,736.565,1876.52
19,0,4,3,1,861.097,1.06335,862.16
20,0,4,4,1,1570.82,1.53336,1572.35
21,0,5,0,1,1068.46,1.38533,1069.84
22,0,5,1,1,1728.46,0.848686,1729.3
23,0,5,2,1,248.829,0.602556,249.432
24,0,5,3,1,138.853,816.091,954.944
25,0,5,4,1,278.719,1590.67,1869.39
26,0,6,0,1,1868.45,10.6083,1879.06
27,0,6,1,1,1615.43,0.890074,1616.32
28,0,6,2,1,52.5746,0.934186,53.5088
29,0,6,3,1,117.864,1815.41,1933.27
30,0,6,4,1,150.371,1489.52,1639.89
31,0,7,0,1,335.676,0.506797,336.182
32,0,7,1,1,793.375,1.2866,794.662
33,0,7,2,1,929.277,16.191,945.468
34,0,7,3,1,28.2944,0.585033,28.8794
35,0,7,4,1,88.101,765.747,853.848
36,0,8,0,1,464.03,829.583,1293.61
37,0,8,1,1,750.778,0.6985,751.476
38,0,8,2,1,846.715,0.837963,847.553
39,0,8,3,1,1845.71,0.702139,1846.42
40,0,8,4,1,1570.18,3.64342,1573.83
41,0,9,0,1,1084.23,1.08538,1085.32
42,0,9,1,1,401.02,762.714,1163.73
43,0,9,2,1,657.064,1171.7,1828.76
44,0,9,3,1,633.416,425.871,1059.29
45,0,9,4,1,742.563,0.58417,743.147
46,0,10,0,1,833.888,0.837019,834.725
47,0,10,1,1,1061.55,0.551056,1062.1
48,0,10,2,1,185.507,0.70743,186.215
49,0,10,3,1,1968.51,644.728,2613.23
50,0,10,4,1,1914.89,1.05326,1915.94
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.112634,0,0.112634
1,0,1,0,1,671.547,1.27596,672.823
2,0,1,1,1,774.576,1160.62,1935.2
3,0,1,2,1,995.264,814.482,1809.75
4,0,1,3,1,1299.35,0.922547,1300.27
5,0,1,4,1,852.348,0.593084,852.941
6,0,2,0,1,734.934,141.997,876.931
7,0,2,1,1,59.539,572.567,632.106
8,0,2,2,1,1381.5,786.953,2168.46
9,0,2,3,1,120.954,0.794899,121.749
10,0,2,4,1,1528.19,0.407967,1528.6
11,0,3,0,1,1856.39,4.17833,1860.56
12,0,3,1,1,1086.24,0.954873,1087.19
13,0,3,2,1,862.276,446.031,1308.31
14,0,3,3,1,354.247,1000.17,1354.42
15,0,3,4,1,1474.89,736.573,2211.46
16,0,4,0,1,423.704,1.15974,424.864
17,0,4,1,1,746.718,0.428944,747.147
18,0,4,2,1,1141.7,735.199,1876.89
19,0,4,3,1,859.471,0.5341,860.005
20,0,4,4,1,1565.53,2.13947,1567.67
21,0,5,0,1,1063.12,2.03322,1065.15
22,0,5,1,1,1728.45,0.785827,1729.24
23,0,5,2,1,253.677,1.09011,254.767
24,0,5,3,1,136.213,814.014,950.227
25,0,5,4,1,271.721,1590.23,1861.96
26,0,6,0,1,1862.62,0.948075,1863.56
27,0,6,1,1,1607.47,0.485154,1607.96
28,0,6,2,1,45.8063,0.365922,46.1722
29,0,6,3,1,124.43,1815.36,1939.79
30,0,6,4,1,143.96,1489.49,1633.45
31,0,7,0,1,335.594,0.737575,336.331
32,0,7,1,1,788.455,1.21814,789.673
33,0,7,2,1,915.209,3.0568,918.265
34,0,7,3,1,24.5756,0.831041,25.4066
35,0,7,4,1,91.5656,765.652,857.218
36,0,8,0,1,463.8,831.782,1295.58
37,0,8,1,1,750.939,1.24496,752.184
38,0,8,2,1,844.654,0.830684,845.485
39,0,8,3,1,1841.31,1.9079,1843.22
40,0,8,4,1,1570.74,0.592675,1571.33
41,0,9,0,1,1078.41,1.08119,1079.49
42,0,9,1,1,400.412,764.27,1164.68
43,0,9,2,1,651.75,1172.43,1824.18
44,0,9,3,1,637.447,427.355,1064.8
45,0,9,4,1,742.073,0.668173,742.741
46,0,10,0,1,835.577,1.1621,836.739
47,0,10,1,1,1054.37,0.416075,1054.79
48,0,10,2,1,184.075,0.69619,184.771
49,0,10,3,1,1961.62,645.438,2607.06
50,0,10,4,1,1923.14,0.629134,1923.76
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.140829,0,0.140829
1,0,1,0,1,671.849,2.23385,674.083
2,0,1,1,1,793.532,1160.96,1954.49
3,0,1,2,1,988.561,811.741,1800.3
4,0,1,3,1,1301.21,1.36145,1302.57
5,0,1,4,1,849.717,0.669855,850.387
6,0,2,0,1,727.574,143.2,870.774
7,0,2,1,1,57.9713,575.334,633.305
8,0,2,2,1,1387.06,788.422,2175.48
9,0,2,3,1,125.255,0.848898,126.103
10,0,2,4,1,1528.17,1.09424,1529.27
11,0,3,0,1,1860.12,1.48385,1861.61
12,0,3,1,1,1083.27,0.634738,1083.91
13,0,3,2,1,855.106,446.091,1301.2
14,0,3,3,1,349.509,1000.25,1349.76
15,0,3,4,1,1480.13,737.588,2217.72
16,0,4,0,1,425.246,1.43662,426.682
17,0,4,1,1,740.073,0.998246,741.071
18,0,4,2,1,1163.34,734.953,1898.29
19,0,4,3,1,861.314,0.576417,861.89
20,0,4,4,1,1567.79,0.830507,1568.62
21,0,5,0,1,1063.41,1.04295,1064.45
22,0,5,1,1,1729.1,1.01185,1730.12
23,0,5,2,1,250.362,1.59286,251.955
24,0,5,3,1,141.734,815.346,957.081
25,0,5,4,1,277.74,1591.6,1869.34
26,0,6,0,1,1861.39,1.20706,1862.6
27,0,6,1,1,1613.31,0.555955,1613.86
28,0,6,2,1,46.0153,1.23186,47.2471
