iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
29,0,6,3,1,124.1,1815.38,1939.48
30,0,6,4,1,146.731,1490.5,1637.23
31,0,7,0,1,335.627,0.590954,336.218
32,0,7,1,1,788.53,1.50635,790.037
33,0,7,2,1,919.919,0.946761,920.866
34,0,7,3,1,25.1681,1.26819,26.4363
35,0,7,4,1,88.9462,764.605,853.551
36,0,8,0,1,462.362,828.142,1290.5
37,0,8,1,1,756.315,0.886969,757.202
38,0,8,2,1,843.39,1.7685,845.159
39,0,8,3,1,1846.58,0.964585,1847.54
40,0,8,4,1,1576.16,0.681225,1576.84
41,0,9,0,1,1076.67,0.743866,1077.41
42,0,9,1,1,405.121,766.509,1171.63
43,0,9,2,1,656.09,1173.26,1829.35
44,0,9,3,1,638.388,426.345,1064.73
45,0,9,4,1,743.054,0.907655,743.962
46,0,10,0,1,830.735,1.05605,831.791
47,0,10,1,1,1055.41,0.506458,1055.91
48,0,10,2,1,188.781,1.57344,190.354
49,0,10,3,1,1970.39,645.079,2615.47
50,0,10,4,1,1919.67,1.49237,1921.16
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.263625,0,0.263625
1,0,1,0,1,676.707,1.65753,678.365
2,0,1,1,1,804.18,1161.68,1965.86
3,0,1,2,1,988.083,810.454,1798.54
4,0,1,3,1,1303.05,9.53112,1312.58
5,0,1,4,1,862.701,0.597341,863.298
6,0,2,0,1,727.617,141.248,868.865
7,0,2,1,1,61.9088,573.576,635.485
8,0,2,2,1,1382.46,789.52,2171.98
9,0,2,3,1,129.828,7.50874,137.337
10,0,2,4,1,1528.84,2.85751,1531.7
11,0,3,0,1,1857.71,2.0655,1859.78
12,0,3,1,1,1090.79,2.23342,1093.02
13,0,3,2,1,858.185,440.443,1298.63
14,0,3,3,1,348.138,1002.53,1350.66
15,0,3,4,1,1488.53,736.24,2224.77
16,0,4,0,1,431.769,1.8864,433.655
17,0,4,1,1,741.759,3.82208,745.581
18,0,4,2,1,1140.08,733.835,1873.91
19,0,4,3,1,862.045,9.97669,872.021
20,0,4,4,1,1567.01,5.14151,1572.15
21,0,5,0,1,1062.2,2.31553,1064.51
22,0,5,1,1,1729.76,1.0677,1730.83
23,0,5,2,1,252.227,1.22137,253.449
24,0,5,3,1,170.431,821.566,991.997
25,0,5,4,1,317.217,1589.95,1907.16
26,0,6,0,1,1859.88,1.72445,1861.6
27,0,6,1,1,1606.77,3.36269,1610.13
28,0,6,2,1,52.0103,4.62324,56.6335
29,0,6,3,1,138.735,1816.1,1954.84
30,0,6,4,1,143.511,1485.6,1629.11
31,0,7,0,1,336.632,3.045,339.677
32,0,7,1,1,791.705,8.09482,799.8
33,0,7,2,1,945.223,4.97415,950.197
34,0,7,3,1,33.0383,2.10075,35.139
35,0,7,4,1,93.4821,770.835,864.317
36,0,8,0,1,461.358,831.717,1293.08
37,0,8,1,1,766.075,2.3334,768.409
38,0,8,2,1,850.902,4.03217,854.934
39,0,8,3,1,1842.51,1.6888,1844.2
40,0,8,4,1,1596.81,4.35326,1601.16
41,0,9,0,1,1086.15,5.20061,1091.35
42,0,9,1,1,403.26,773.108,1176.37
43,0,9,2,1,659.326,1173.94,1833.26
44,0,9,3,1,632.595,427.522,1060.12
45,0,9,4,1,758.494,4.89698,763.391
46,0,10,0,1,827.185,1.09421,828.279
47,0,10,1,1,1062.57,1.38697,1063.96
48,0,10,2,1,203.746,1.56751,205.313
49,0,10,3,1,1966.44,642.388,2608.82
50,0,10,4,1,1913.67,2.22273,1915.89
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.188712,0,0.188712
1,0,1,0,1,674.578,1.26016,675.839
2,0,1,1,1,787.733,1159.19,1946.93
3,0,1,2,1,1003.36,812.293,1815.66
4,0,1,3,1,1308.53,4.98126,1313.51
5,0,1,4,1,855.095,9.62925,864.724
6,0,2,0,1,726.393,148.075,874.468
7,0,2,1,1,67.711,574.079,641.79
8,0,2,2,1,1406.59,782.69,2189.28
9,0,2,3,1,124.262,1.13042,125.392
10,0,2,4,1,1533.27,1.83856,1535.11
11,0,3,0,1,1854.74,2.76125,1857.5
12,0,3,1,1,1083.39,4.38999,1087.78
13,0,3,2,1,862.186,444.934,1307.12
14,0,3,3,1,377.672,1001.72,1379.39
15,0,3,4,1,1481.64,731.811,2213.45
16,0,4,0,1,460.321,9.11839,469.439
17,0,4,1,1,746.69,2.25566,748.946
18,0,4,2,1,1138.8,731.691,1870.49
19,0,4,3,1,871.6,0.744411,872.345
20,0,4,4,1,1571.29,4.2252,1575.51
21,0,5,0,1,1072.2,3.8055,1076
22,0,5,1,1,1735.8,4.26944,1740.07
23,0,5,2,1,258.617,3.62636,262.244
24,0,5,3,1,164.61,805.199,969.809
25,0,5,4,1,292.101,1590.59,1882.69
26,0,6,0,1,1859.44,7.95386,1867.39
27,0,6,1,1,1610.79,2.62661,1613.42
28,0,6,2,1,53.9721,1.57662,55.5487
29,0,6,3,1,129.794,1812.72,1942.52
30,0,6,4,1,140.438,1483.97,1624.41
31,0,7,0,1,334.988,3.04964,338.038
32,0,7,1,1,793.33,1.44093,794.771
33,0,7,2,1,920.422,3.8975,924.32
34,0,7,3,1,26.3372,0.548954,26.8861
35,0,7,4,1,89.3512,769.077,858.428
36,0,8,0,1,463.823,838.364,1302.19
37,0,8,1,1,754.043,2.64681,756.69
38,0,8,2,1,867.89,3.17666,871.066
39,0,8,3,1,1863.38,0.748775,1864.13
40,0,8,4,1,1597.23,2.51344,1599.75
41,0,9,0,1,1110.41,5.00998,1115.42
42,0,9,1,1,403.465,742.86,1146.32
43,0,9,2,1,655.624,1171.69,1827.31
44,0,9,3,1,637.018,425.323,1062.34
45,0,9,4,1,745.829,2.45581,748.285
46,0,10,0,1,828.033,1.15993,829.193
47,0,10,1,1,1059.67,2.19626,1061.87
48,0,10,2,1,211.299,1.00059,212.299
49,0,10,3,1,1976.53,623.747,2600.28
50,0,10,4,1,1921.69,2.25921,1923.95
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.695365,0,0.695365
1,0,1,0,1,684.668,7.47455,692.142
2,0,1,1,1,777.374,1166.81,1944.19
3,0,1,2,1,988.093,811.686,1799.78
4,0,1,3,1,1303.26,0.918931,1304.18
5,0,1,4,1,888.622,1.88264,890.505
6,0,2,0,1,727.032,131.567,858.599
7,0,2,1,1,61.682,573.454,635.136
8,0,2,2,1,1383.13,789.035,2172.16
9,0,2,3,1,135.968,2.64275,138.611
10,0,2,4,1,1527.19,2.44582,1529.63
11,0,3,0,1,1866.88,2.50981,1869.38
12,0,3,1,1,1089.79,0.671045,1090.46
13,0,3,2,1,863.793,443.296,1307.09
14,0,3,3,1,347.286,1005.01,1352.29
15,0,3,4,1,1477.62,738.077,2215.7
16,0,4,0,1,425.274,3.37517,428.649
17,0,4,1,1,741.88,1.50952,743.39
18,0,4,2,1,1142.22,735.058,1877.28
19,0,4,3,1,896.178,3.04599,899.224
20,0,4,4,1,1567.13,1.16151,1568.29
21,0,5,0,1,1067.68,1.79923,1069.48
22,0,5,1,1,1735.41,2.65041,1738.06
23,0,5,2,1,250.8,1.4505,252.251
24,0,5,3,1,148.113,820.909,969.022
25,0,5,4,1,287.423,1592.33,1879.75
26,0,6,0,1,1860.51,2.86975,1863.38
27,0,6,1,1,1635.64,5.86028,1641.5
28,0,6,2,1,58.947,2.07794,61.025
29,0,6,3,1,117.732,1826.67,1944.4
30,0,6,4,1,169.116,1491.39,1660.5
31,0,7,0,1,341.84,2.71426,344.555
32,0,7,1,1,793.482,1.27849,794.76
33,0,7,2,1,924.834,3.29273,928.127
34,0,7,3,1,29.9634,1.38576,31.3491
35,0,7,4,1,87.6752,764.81,852.485
36,0,8,0,1,471.713,846.958,1318.67
37,0,8,1,1,759.435,2.25275,761.688
38,0,8,2,1,853.348,0.756206,854.105
39,0,8,3,1,1841.73,1.29495,1843.03
40,0,8,4,1,1581.52,2.52203,1584.04
41,0,9,0,1,1077.22,3.99291,1081.22
42,0,9,1,1,407.61,769.38,1176.99
43,0,9,2,1,668.541,1169.42,1837.96
44,0,9,3,1,690.512,425.5,1116.01
45,0,9,4,1,758.956,3.7657,762.721
46,0,10,0,1,827.227,2.84191,830.069
47,0,10,1,1,1069.14,4.20539,1073.35
48,0,10,2,1,194.392,4.99895,199.391
49,0,10,3,1,1969.03,646.132,2615.16
50,0,10,4,1,1941.79,4.6701,1946.46
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.25154,0,0.25154
1,0,1,0,1,712.585,7.52672,720.112
2,0,1,1,1,779.005,1158.23,1937.24
3,0,1,2,1,1005,811.305,1816.31
4,0,1,3,1,1310.28,0.788066,1311.07
5,0,1,4,1,851.11,0.94717,852.057
6,0,2,0,1,727.958,147.075,875.033
7,0,2,1,1,77.989,576.088,654.077
8,0,2,2,1,1381.64,791.992,2173.63
9,0,2,3,1,142.626,1.75248,144.378
10,0,2,4,1,1527.26,3.48306,1530.75
11,0,3,0,1,1867.46,4.80663,1872.27
12,0,3,1,1,1091.69,2.31379,1094.01
13,0,3,2,1,862.356,446.666,1309.02
14,0,3,3,1,362.044,1004.1,1366.15
15,0,3,4,1,1474,746.649,2220.65
16,0,4,0,1,428.476,4.96537,433.442
17,0,4,1,1,741.954,1.45111,743.405
18,0,4,2,1,1143.58,734.262,1877.84
19,0,4,3,1,878.752,1.46998,880.222
20,0,4,4,1,1569.25,2.3661,1571.61
21,0,5,0,1,1074.74,1.5059,1076.24
22,0,5,1,1,1730.75,1.2951,1732.04
23,0,5,2,1,248.623,1.54548,250.168
24,0,5,3,1,137.613,817.514,955.127
25,0,5,4,1,281.262,1604.97,1886.24
26,0,6,0,1,1875.32,5.55523,1880.88
27,0,6,1,1,1610.31,3.67394,1613.98
28,0,6,2,1,56.924,0.866613,57.7906
29,0,6,3,1,125.527,1815.48,1941
30,0,6,4,1,143.154,1491.82,1634.98
31,0,7,0,1,338.269,4.30845,342.577
32,0,7,1,1,790.697,3.67583,794.373
33,0,7,2,1,915.061,11.195,926.256
34,0,7,3,1,23.9414,4.63046,28.5719
35,0,7,4,1,96.6772,765.835,862.512
36,0,8,0,1,470.171,842.141,1312.31
37,0,8,1,1,768.575,1.88108,770.456
38,0,8,2,1,860.56,2.40805,862.968
39,0,8,3,1,1868.47,7.35561,1875.83
40,0,8,4,1,1589.95,0.712634,1590.67
41,0,9,0,1,1077.22,6.33151,1083.55
42,0,9,1,1,404.653,765.954,1170.61
43,0,9,2,1,668.492,1173.7,1842.19
44,0,9,3,1,633.328,425.834,1059.16
45,0,9,4,1,750.764,1.20321,751.968
46,0,10,0,1,830.2,1.87149,832.072
47,0,10,1,1,1067.18,5.3602,1072.54
48,0,10,2,1,192.095,1.97325,194.068
49,0,10,3,1,1970.59,646.878,2617.47
50,0,10,4,1,1913.9,4.19831,1918.1
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.491497,0,0.491497
1,0,1,0,1,687.018,3.2315,690.249
2,0,1,1,1,785.917,1159.93,1945.85
3,0,1,2,1,1001.08,822.759,1823.84
4,0,1,3,1,1319.81,3.27814,1323.09
5,0,1,4,1,848.913,3.15781,852.071
6,0,2,0,1,744.47,144.15,888.62
7,0,2,1,1,66.514,575.573,642.087
8,0,2,2,1,1397.57,800.807,2198.38
9,0,2,3,1,120.02,3.1806,123.201
10,0,2,4,1,1537.72,1.42338,1539.14
11,0,3,0,1,1859.04,2.53075,1861.58
12,0,3,1,1,1094.32,3.95474,1098.28
13,0,3,2,1,866.979,456.263,1323.24
14,0,3,3,1,358.241,1006.57,1364.81
15,0,3,4,1,1482.03,735.627,2217.66
16,0,4,0,1,429.222,5.57547,434.797
17,0,4,1,1,742.388,1.83569,744.224
18,0,4,2,1,1163.2,744.139,1907.34
19,0,4,3,1,866.872,2.01207,868.884
20,0,4,4,1,1567.17,6.41961,1573.59
21,0,5,0,1,1068.62,1.16401,1069.78
22,0,5,1,1,1729.88,1.21279,1731.1
23,0,5,2,1,249.915,2.35012,252.265
24,0,5,3,1,153.994,815.257,969.25
25,0,5,4,1,273.066,1589.87,1862.94
26,0,6,0,1,1863.46,8.60273,1872.07
27,0,6,1,1,1620.09,1.96091,1622.05
28,0,6,2,1,48.157,4.26135,52.4183
29,0,6,3,1,129.386,1835.16,1964.55
30,0,6,4,1,145.131,1492.37,1637.5
31,0,7,0,1,338.345,1.82847,340.174
32,0,7,1,1,794.465,5.67322,800.138
33,0,7,2,1,919.004,2.58016,921.585
34,0,7,3,1,24.4186,3.28528,27.7039
35,0,7,4,1,105.635,766.569,872.203
36,0,8,0,1,463.149,835.385,1298.53
37,0,8,1,1,756.046,3.90703,759.953
38,0,8,2,1,876.72,4.73776,881.458
39,0,8,3,1,1864.63,3.79763,1868.43
40,0,8,4,1,1572.78,5.53534,1578.32
41,0,9,0,1,1087.89,2.79198,1090.69
42,0,9,1,1,408.783,768.172,1176.96
43,0,9,2,1,672.521,1187.6,1860.13
44,0,9,3,1,638.962,425.021,1063.98
45,0,9,4,1,749.641,1.10932,750.75
46,0,10,0,1,830.896,2.37116,833.267
47,0,10,1,1,1063.39,1.18401,1064.57
48,0,10,2,1,190.943,5.41883,196.361
49,0,10,3,1,1968.7,647.04,2615.74
50,0,10,4,1,1932,0.54659,1932.55
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.127677,0,0.127677
1,0,1,0,1,690.584,3.3717,693.956
2,0,1,1,1,794.492,1168.44,1962.93
3,0,1,2,1,987.059,815.545,1802.6
4,0,1,3,1,1314.16,0.625287,1314.79
5,0,1,4,1,844.901,1.08265,845.983
6,0,2,0,1,736.65,149.373,886.023
7,0,2,1,1,63.9217,574.759,638.68
8,0,2,2,1,1391.91,794.229,2186.14
9,0,2,3,1,120.004,6.73168,126.736
10,0,2,4,1,1528.49,1.05889,1529.55
11,0,3,0,1,1857.07,0.99069,1858.06
12,0,3,1,1,1098.39,2.66195,1101.05
13,0,3,2,1,895.928,449.511,1345.44
14,0,3,3,1,352.829,990.603,1343.43
15,0,3,4,1,1482.52,737.416,2219.94
16,0,4,0,1,437.8,7.8503,445.65
17,0,4,1,1,746.148,0.629486,746.778
18,0,4,2,1,1144.79,734.879,1879.67
19,0,4,3,1,868.211,9.67313,877.884
20,0,4,4,1,1569.36,0.886258,1570.25
21,0,5,0,1,1061.15,6.52577,1067.68
22,0,5,1,1,1730.5,3.51175,1734.01
23,0,5,2,1,257.035,3.1322,260.168
24,0,5,3,1,142.115,818.04,960.155
25,0,5,4,1,307.56,1591.29,1898.85
26,0,6,0,1,1859.87,1.10103,1860.97
27,0,6,1,1,1617.56,3.09506,1620.66
28,0,6,2,1,67.805,2.01994,69.8249
29,0,6,3,1,140.906,1818.92,1959.82
30,0,6,4,1,141.676,1487.98,1629.66
31,0,7,0,1,356.777,2.3351,359.112
32,0,7,1,1,790.117,1.38158,791.499
33,0,7,2,1,928.437,4.13005,932.567
34,0,7,3,1,37.4195,1.78248,39.202
35,0,7,4,1,94.6329,758.45,853.083
36,0,8,0,1,475.701,832.328,1308.03
37,0,8,1,1,752.039,0.826267,752.865
38,0,8,2,1,843.06,1.64,844.7
39,0,8,3,1,1861.42,2.00603,1863.43
40,0,8,4,1,1572.39,3.36407,1575.76
41,0,9,0,1,1076.32,7.74677,1084.06
42,0,9,1,1,398.241,769.513,1167.75
43,0,9,2,1,653.57,1172.97,1826.54
44,0,9,3,1,637.203,442.268,1079.47
45,0,9,4,1,760.313,1.54019,761.854
46,0,10,0,1,832.221,1.94419,834.165
47,0,10,1,1,1057.6,1.28792,1058.89
48,0,10,2,1,192.747,3.8882,196.635
49,0,10,3,1,1978.06,643.957,2622.01
50,0,10,4,1,1917.58,4.8739,1922.45
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.21952,0,0.21952
1,0,1,0,1,680.46,7.21332,687.673
2,0,1,1,1,776.839,1158.58,1935.42
3,0,1,2,1,1005.97,814.925,1820.9
4,0,1,3,1,1306.83,1.66584,1308.49
5,0,1,4,1,855.667,1.22439,856.892
6,0,2,0,1,727.604,147.052,874.656
7,0,2,1,1,63.1486,577.839,640.988
8,0,2,2,1,1391.82,789.773,2181.59
9,0,2,3,1,120.453,6.00523,126.459
10,0,2,4,1,1531.31,0.767343,1532.08
11,0,3,0,1,1857.2,2.12588,1859.33
12,0,3,1,1,1103.88,2.69792,1106.58
13,0,3,2,1,876.778,427.813,1304.59
14,0,3,3,1,348.238,1003.52,1351.76
15,0,3,4,1,1522.32,742.542,2264.86
16,0,4,0,1,426.905,4.1006,431.005
17,0,4,1,1,747.596,1.39483,748.991
18,0,4,2,1,1145.5,730.596,1876.09
19,0,4,3,1,861.421,2.3499,863.771
20,0,4,4,1,1573.22,0.911697,1574.13
21,0,5,0,1,1077.51,3.01692,1080.52
22,0,5,1,1,1730.4,2.60142,1733
23,0,5,2,1,251.463,2.02611,253.489
24,0,5,3,1,149.935,817.634,967.569
25,0,5,4,1,285.605,1593.44,1879.04
26,0,6,0,1,1862.85,7.57315,1870.42
27,0,6,1,1,1613.03,2.24237,1615.27
28,0,6,2,1,58.5265,1.22636,59.7529
29,0,6,3,1,118.316,1814.88,1933.2
30,0,6,4,1,144.053,1492.12,1636.18
31,0,7,0,1,339.988,2.46665,342.455
32,0,7,1,1,790.892,2.56204,793.454
33,0,7,2,1,916.889,1.614,918.503
34,0,7,3,1,44.7392,2.24903,46.9882
35,0,7,4,1,93.5027,762.061,855.564
36,0,8,0,1,459.258,840.212,1299.47
37,0,8,1,1,754.329,1.51287,755.842
38,0,8,2,1,861.066,1.74494,862.811
39,0,8,3,1,1845.02,3.9225,1848.94
40,0,8,4,1,1569.1,5.15316,1574.26
41,0,9,0,1,1098.6,5.77351,1104.37
42,0,9,1,1,411.993,762.556,1174.55
43,0,9,2,1,656.545,1165.11,1821.65
44,0,9,3,1,634.758,427.281,1062.04
45,0,9,4,1,742.883,3.24119,746.124
46,0,10,0,1,831.98,1.46597,833.446
47,0,10,1,1,1064.69,0.969987,1065.66
48,0,10,2,1,192.722,0.875202,193.597
49,0,10,3,1,1973.95,645.545,2619.49
50,0,10,4,1,1925.39,3.34256,1928.74
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.206195,0,0.206195
1,0,1,0,1,673.59,13.1659,686.755
2,0,1,1,1,781.46,1162.15,1943.61
3,0,1,2,1,1015.72,814.179,1829.9
4,0,1,3,1,1309.47,1.59352,1311.07
5,0,1,4,1,853.223,1.10824,854.331
6,0,2,0,1,728.649,142.433,871.081
7,0,2,1,1,85.0363,582.263,667.3
8,0,2,2,1,1386.71,793.97,2180.68
9,0,2,3,1,125.343,4.66941,130.012
10,0,2,4,1,1538.29,1.58517,1539.87
11,0,3,0,1,1853.43,1.21236,1854.64
12,0,3,1,1,1090.77,1.38155,1092.15
13,0,3,2,1,863.48,449.331,1312.81
14,0,3,3,1,370.197,996.871,1367.07
15,0,3,4,1,1476.1,735.157,2211.26
16,0,4,0,1,429.918,5.8951,435.813
17,0,4,1,1,741.673,2.46157,744.134
18,0,4,2,1,1145.56,736.539,1882.1
19,0,4,3,1,865.583,1.58606,867.169
20,0,4,4,1,1569.76,1.66539,1571.42
21,0,5,0,1,1062.18,2.44806,1064.62
22,0,5,1,1,1751.38,0.772429,1752.15
23,0,5,2,1,254.048,0.984124,255.032
24,0,5,3,1,139.401,819.453,958.854
25,0,5,4,1,274.905,1591.1,1866
26,0,6,0,1,1864.07,1.74577,1865.82
27,0,6,1,1,1616.3,3.8408,1620.15
28,0,6,2,1,52.2572,1.96834,54.2255
29,0,6,3,1,119.543,1816.47,1936.01
30,0,6,4,1,141.596,1496.91,1638.51
31,0,7,0,1,351.804,6.39121,358.196
32,0,7,1,1,788.28,1.30219,789.582
33,0,7,2,1,913.812,0.616174,914.428
34,0,7,3,1,27.0991,3.84492,30.944
35,0,7,4,1,87.6959,766.596,854.292
36,0,8,0,1,461.232,835.002,1296.23
37,0,8,1,1,769.431,1.11747,770.548
38,0,8,2,1,851.325,2.15424,853.479
39,0,8,3,1,1839.88,3.18619,1843.06
40,0,8,4,1,1592.99,3.6473,1596.64
41,0,9,0,1,1080.1,6.05223,1086.15
42,0,9,1,1,408.723,765.486,1174.21
43,0,9,2,1,655.417,1176.17,1831.59
44,0,9,3,1,634.231,424.733,1058.96
45,0,9,4,1,748.832,2.29904,751.131
46,0,10,0,1,834.277,3.56735,837.844
47,0,10,1,1,1057.53,1.48429,1059.02
48,0,10,2,1,189.364,5.44284,194.807
49,0,10,3,1,1972.05,645.226,2617.27
50,0,10,4,1,1914.45,7.13613,1921.59
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.270712,0,0.270712
1,0,1,0,1,676.179,1.72105,677.901
2,0,1,1,1,795.096,1158.36,1953.46
3,0,1,2,1,992.605,807.066,1799.67
4,0,1,3,1,1299.22,3.28384,1302.51
5,0,1,4,1,850.59,2.98897,853.579
6,0,2,0,1,732.637,150.51,883.147
7,0,2,1,1,64.1958,578.345,642.541
8,0,2,2,1,1384.11,790.532,2174.64
9,0,2,3,1,150.349,0.491047,150.841
10,0,2,4,1,1532.11,0.879655,1532.99
11,0,3,0,1,1858.17,1.44687,1859.61
12,0,3,1,1,1094.08,7.05374,1101.14
13,0,3,2,1,855.46,443.416,1298.88
14,0,3,3,1,351.902,1000.11,1352.01
15,0,3,4,1,1481.01,738.986,2220
16,0,4,0,1,444.921,19.7425,464.664
17,0,4,1,1,741.945,4.44659,746.391
18,0,4,2,1,1142.87,733.778,1876.65
19,0,4,3,1,864.386,4.00865,868.394
20,0,4,4,1,1569.25,3.97632,1573.22
21,0,5,0,1,1062.44,4.827,1067.26
22,0,5,1,1,1729.03,1.77875,1730.81
23,0,5,2,1,253.487,1.81787,255.305
24,0,5,3,1,136.637,816.789,953.426
25,0,5,4,1,307.566,1592.99,1900.55
26,0,6,0,1,1859.65,2.99674,1862.65
27,0,6,1,1,1627.53,4.22211,1631.75
28,0,6,2,1,52.1075,2.90191,55.0094
29,0,6,3,1,156.863,1815.53,1972.39
30,0,6,4,1,155.947,1486.23,1642.18
31,0,7,0,1,337.865,2.72577,340.591
32,0,7,1,1,794.039,1.76981,795.809
33,0,7,2,1,920.715,1.49402,922.209
34,0,7,3,1,25.2696,2.10913,27.3788
35,0,7,4,1,102.52,768.609,871.129
36,0,8,0,1,473.762,835.308,1309.07
37,0,8,1,1,760.411,3.23096,763.642
38,0,8,2,1,845.67,0.45035,846.12
39,0,8,3,1,1879.2,9.26138,1888.46
40,0,8,4,1,1576.51,2.09702,1578.61
41,0,9,0,1,1082.13,1.18029,1083.31
42,0,9,1,1,407.408,766.402,1173.81
43,0,9,2,1,658.197,1175.54,1833.74
44,0,9,3,1,649.429,425.652,1075.08
45,0,9,4,1,748.26,2.66066,750.921
46,0,10,0,1,830.125,4.42657,834.552
47,0,10,1,1,1059.28,1.46617,1060.74
48,0,10,2,1,202.617,1.03467,203.652
49,0,10,3,1,1966.51,648.496,2615.01
50,0,10,4,1,1914.5,2.80504,1917.31
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,2.15638,0,2.15638
1,0,1,0,1,714.341,9.77498,724.116
2,0,1,1,1,777.074,1163.15,1940.23
3,0,1,2,1,1007.75,816.444,1824.19
4,0,1,3,1,1320.3,1.88778,1322.19
5,0,1,4,1,843.06,1.58979,844.65
6,0,2,0,1,746.873,147.658,894.531
7,0,2,1,1,95.7616,576.327,672.089
8,0,2,2,1,1388.72,795.036,2183.76
9,0,2,3,1,119.72,0.532749,120.253
10,0,2,4,1,1534.29,9.85029,1544.14
11,0,3,0,1,1858.17,3.10836,1861.27
12,0,3,1,1,1100.28,1.15213,1101.43
13,0,3,2,1,853.916,447.322,1301.24
14,0,3,3,1,352.95,1003.44,1356.39
15,0,3,4,1,1474.4,745.468,2219.87
16,0,4,0,1,444.09,5.10847,449.198
17,0,4,1,1,741.157,5.03787,746.195
18,0,4,2,1,1137.54,738.877,1876.42
19,0,4,3,1,868.268,11.3044,879.573
20,0,4,4,1,1564.96,5.22722,1570.19
21,0,5,0,1,1065.73,1.48653,1067.22
22,0,5,1,1,1733.83,2.33451,1736.16
23,0,5,2,1,248.628,2.46525,251.093
24,0,5,3,1,171.773,817.422,989.196
25,0,5,4,1,279.322,1584.27,1863.59
26,0,6,0,1,1863.77,5.73905,1869.51
27,0,6,1,1,1632.87,1.85479,1634.73
28,0,6,2,1,48.6279,3.6615,52.2894
29,0,6,3,1,133.147,1816.19,1949.34
30,0,6,4,1,148.416,1482.48,1630.89
31,0,7,0,1,340.681,4.77653,345.457
32,0,7,1,1,802.571,5.20733,807.778
33,0,7,2,1,921.291,2.01853,923.309
34,0,7,3,1,29.2139,4.03947,33.2533
35,0,7,4,1,90.6065,765.48,856.086
36,0,8,0,1,489.105,850.647,1339.75
37,0,8,1,1,764.426,1.75131,766.177
38,0,8,2,1,854.27,2.38304,856.653
39,0,8,3,1,1850.09,1.28952,1851.38
40,0,8,4,1,1577.05,0.952737,1578
41,0,9,0,1,1075.28,6.46565,1081.75
42,0,9,1,1,405.336,768.555,1173.89
43,0,9,2,1,657.68,1173.2,1830.88
44,0,9,3,1,632.375,426.6,1058.97
45,0,9,4,1,747.031,2.38303,749.414
46,0,10,0,1,833.618,4.85144,838.469
47,0,10,1,1,1056.62,2.17537,1058.8
48,0,10,2,1,193.319,1.81516,195.135
49,0,10,3,1,1967.51,648.703,2616.22
50,0,10,4,1,1918.9,1.02799,1919.92
iteration,runner id,assimilation cycle,state id,timesteps,compute walltime (ms),idle walltime (ms),idle + compute walltime(ms)
0,0,-2,-1,0,0.128257,0,0.128257
1,0,1,0,1,688.741,7.98279,696.724
2,0,1,1,1,796.974,1159.29,1956.26
3,0,1,2,1,986.726,815.75,1802.48
4,0,1,3,1,1314.81,5.60039,1320.41
5,0,1,4,1,860.36,0.87126,861.231
6,0,2,0,1,730.827,141.784,872.611
7,0,2,1,1,58.068,574.424,632.492
8,0,2,2,1,1387.84,788.497,2176.33
9,0,2,3,1,122.373,1.55871,123.932
10,0,2,4,1,1531.93,3.37749,1535.3
11,0,3,0,1,1863.28,2.47119,1865.75
12,0,3,1,1,1090.96,0.812391,1091.77
13,0,3,2,1,858.908,447.33,1306.24
14,0,3,3,1,350.59,997.553,1348.14
15,0,3,4,1,1485.12,734.732,2219.86
16,0,4,0,1,438.093,4.57798,442.671
17,0,4,1,1,743.328,1.00341,744.332
18,0,4,2,1,1167.33,733.711,1901.04
19,0,4,3,1,868.893,0.52156,869.414
20,0,4,4,1,1572.31,4.18086,1576.49
21,0,5,0,1,1062.24,4.70023,1066.94
22,0,5,1,1,1732.43,3.3814,1735.81
23,0,5,2,1,254.593,1.30076,255.893
24,0,5,3,1,148.643,814.373,963.017
25,0,5,4,1,281.222,1601.77,1882.99
26,0,6,0,1,1859.83,2.25625,1862.09
27,0,6,1,1,1622.46,1.60447,1624.07
28,0,6,2,1,53.37,3.68223,57.0522
